userId,movieId,rating,timestamp
318,5110,4.0,1267474334
288,553,3.0,1014821680
314,356,4.0,834241426
184,193585,3.5,1537109805
414,5480,3.0,1058144659
182,1060,2.5,1077140729
126,231,1.0,845925656
462,99007,3.5,1360901235
483,27660,4.0,1178213578
234,260,5.0,1004407958
288,1193,5.0,979163450
63,7980,4.5,1443200182
387,2300,4.5,1094876459
176,110,5.0,840108930
28,2912,2.5,1242288441
607,3684,3.0,963079372
367,4053,3.0,997814246
298,52328,3.0,1449592536
198,3481,4.0,1039796825
414,33725,2.0,1216147050
593,1197,1.5,1181008009
318,118784,3.5,1418982971
517,5016,1.5,1488398940
399,1198,5.0,1167220403
66,1748,5.0,1099188071
381,53121,3.5,1199054020
84,440,4.0,858771912
294,135,3.0,966596934
429,279,3.0,828124616
104,4291,3.5,1053336453
414,6503,3.5,1057178037
174,474,4.0,848487152
357,6377,4.5,1348610194
599,3201,4.0,1498498562
199,1954,4.0,1261363367
592,165,3.0,837349867
414,1680,3.0,961514246
610,133802,4.0,1493849992
462,148982,4.0,1515473938
200,7149,3.0,1229889245
279,101864,3.0,1506395143
603,2278,1.0,963177670
560,3301,3.0,1469649214
8,11,4.0,839463806
382,1721,5.0,1515160906
177,6619,3.0,1435837777
448,2349,2.0,1019123880
527,3359,4.0,1033173644
600,1251,4.0,1237708978
318,162,3.5,1333827211
135,1376,3.0,1009693108
20,262,4.5,1054038142
140,3948,2.5,1172256087
572,2321,3.0,979923864
103,72998,3.0,1431957882
232,588,3.0,1077235202
575,2567,4.0,926510311
262,135,3.0,840311042
182,5095,4.5,1055155071
298,53972,2.5,1447598553
367,1565,4.0,997812260
68,6218,2.0,1359323476
406,46972,4.0,1296959410
318,45666,3.5,1325870115
597,125,4.0,940361937
4,171,3.0,945078428
387,51540,3.0,1173159711
256,4025,3.5,1446580304
195,235,5.0,974709939
141,104,3.5,1513130895
62,52604,4.5,1521822937
68,53129,4.5,1261086126
460,7022,3.5,1359177713
225,2633,4.0,949261391
387,3263,3.0,1117430024
318,1193,4.0,1424546885
595,1094,4.0,938807597
19,1625,4.0,965710871
103,68157,5.0,1440990360
495,2409,4.5,1458636262
381,4299,4.0,1167542790
318,48385,4.0,1237233480
286,2294,3.5,1119561594
143,8643,3.0,1444881338
532,1213,5.0,1025570428
119,48774,4.0,1453664029
57,2701,1.0,965798631
232,44399,1.5,1218171050
84,1246,4.0,858772136
305,71135,4.0,1460662252
605,596,2.5,1277175784
105,6618,4.0,1447563266
177,1035,2.5,1435534428
212,64034,3.0,1490115201
463,2019,4.0,1145460514
387,6100,4.0,1155284355
599,8985,1.5,1498504551
560,1274,3.5,1478019649
477,66,0.5,1201158662
229,165,3.0,838143949
217,3524,3.0,955944401
47,31685,3.0,1496210576
342,2840,3.0,1042822234
382,750,5.0,1515160627
83,71535,2.0,1333841976
414,5463,4.0,1038842174
158,2826,4.5,1290765010
123,2571,4.0,1447269089
448,114925,2.0,1463239504
597,2468,1.0,941641362
182,1610,4.0,1054783775
125,27482,4.5,1474295654
91,471,1.0,1112713817
492,673,5.0,863976287
489,10,2.5,1333101410
256,105504,4.0,1446581316
474,57,3.0,1060105374
448,2694,4.0,1164622318
610,1276,4.5,1493850248
560,53322,4.0,1469650441
135,380,3.0,1009692038
448,96114,2.0,1377516263
298,45728,2.5,1447584632
357,1022,4.5,1348627557
491,8529,5.0,1526672907
140,5899,3.0,1084272976
452,3147,5.0,1019581156
365,72998,4.0,1488332464
368,1515,2.0,971277132
217,858,2.0,956194704
249,142422,3.5,1462136212
140,3751,3.0,977403302
305,47610,2.5,1460136471
307,110,3.5,1186087165
182,6879,3.0,1078244810
418,137337,4.0,1461867778
75,1374,2.0,1158967591
564,63131,3.5,1478451787
226,6541,3.0,1097545747
596,3755,2.5,1535833828
202,2921,4.0,974924297
334,52973,3.0,1266680408
74,2420,2.5,1207499132
212,122920,3.0,1523216927
106,6539,5.0,1467360730
298,1690,2.0,1453033075
70,508,4.5,1355198208
57,1385,2.0,969754432
88,79132,4.5,1331421494
599,61132,2.5,1498518612
414,48142,3.5,1167845428
335,296,5.0,1261542334
68,1208,3.0,1158532363
325,858,5.0,1039395381
298,112552,3.5,1447518030
425,2003,3.0,1085490963
249,74458,5.0,1346841382
246,49932,4.5,1354124937
160,5903,3.0,1065991969
527,919,5.0,1033175704
452,1792,5.0,1019580934
483,3868,4.0,1181494338
561,3555,3.5,1491094374
28,68791,4.5,1277002158
330,1721,3.5,1285905078
307,56757,4.5,1207701882
474,6936,4.0,1100698379
597,2599,5.0,940361149
28,8010,4.0,1235806217
587,3450,1.0,953137416
339,55276,4.5,1460518581
307,708,2.5,1186161579
254,4993,4.5,1180445990
424,2797,3.5,1457844372
567,138036,3.0,1525287186
410,3468,5.0,990807791
45,3268,1.0,950740376
567,156605,4.5,1525283448
19,2936,4.0,965705867
417,4878,5.0,1529283854
544,68,5.0,850688776
68,7046,2.0,1275957577
328,2174,5.0,1494211405
599,72226,3.0,1498521693
483,4361,4.5,1327277993
603,724,3.0,963180134
156,8228,5.0,1109452344
566,708,3.0,849006776
109,516,3.0,841142032
458,349,5.0,845651650
483,2805,3.5,1215897525
555,1020,3.0,978746793
217,2613,2.0,955940741
182,527,4.0,1054781427
474,261,4.0,979180620
216,3977,4.0,974733513
62,110,4.5,1521822303
524,165,3.0,851608818
474,708,4.5,1053020875
6,490,3.0,845554584
119,78469,3.5,1442823834
414,87306,4.5,1328313089
313,5544,4.0,1030475254
292,1358,2.0,990062637
610,2288,5.0,1479542921
539,3264,3.5,1332474537
414,122922,3.5,1519593462
23,1952,3.0,1107341802
226,3897,4.5,1114839811
177,3034,4.0,1435535839
380,74868,3.0,1493421437
228,3005,4.0,1363222662
603,1883,3.0,963178259
488,314,2.5,1112382491
28,2762,3.0,1234570602
563,85056,3.5,1441845115
414,3999,2.0,1216151260
43,292,5.0,848993718
313,6,3.0,1030556299
68,3034,3.0,1158534005
395,380,3.0,841503395
249,71535,4.5,1346757615
570,2640,3.0,1181478347
317,2028,5.0,1430361527
167,5952,4.5,1154721758
62,128360,5.0,1521489877
380,3408,3.0,1493423336
590,70286,4.0,1266473601
152,1207,4.5,1450572522
315,2067,4.0,939920310
111,1644,0.5,1518640852
351,3863,2.5,1325977875
606,4995,4.0,1171323919
186,10,4.0,1031088020
448,34018,3.0,1171203494
474,2184,3.5,1084798863
432,5445,4.0,1316391715
483,1291,5.0,1415579027
404,161,4.0,838375784
24,552,3.5,1458941837
47,51931,5.0,1496205747
140,6539,3.5,1079472360
201,592,3.0,939226657
18,139385,3.5,1473351954
344,81847,4.0,1420497410
371,2641,3.5,1407691722
21,592,3.5,1419795406
474,2206,4.5,1100119901
122,112515,4.5,1461562764
414,4256,3.0,1012242003
399,2571,5.0,1167220314
66,6188,3.5,1113190478
599,81834,3.0,1498525401
275,858,5.0,1049076161
599,3196,3.0,1498521774
156,4014,1.5,1106854018
307,42002,2.0,1186257777
115,2028,5.0,944950805
510,2599,4.0,1141158913
156,5577,4.0,1106882178
217,2408,3.0,955945068
104,2355,4.0,1048589315
51,3255,3.0,1230929494
64,31878,4.0,1161530878
19,3717,2.0,965702842
226,2716,4.0,1095662766
438,292,3.5,1105666223
380,34048,3.0,1493419970
474,4085,2.0,1047054836
339,58376,3.0,1460184217
474,6744,2.5,1062387694
219,2355,3.5,1217436316
534,87869,3.0,1459787997
356,34437,3.0,1229140295
28,65216,3.5,1234850034
222,5220,1.5,1391352491
1,2048,5.0,964982791
610,48516,5.0,1479542152
527,2944,4.0,1033175331
432,6947,1.5,1335139655
154,72998,5.0,1486297187
448,120783,2.5,1461945772
113,2749,4.0,980307472
603,492,4.0,963178398
419,60756,4.5,1350347673
605,33493,2.0,1277175872
514,5952,2.0,1533871481
381,46530,3.5,1165975499
414,5589,4.0,1034001757
264,364,3.5,1136978642
420,45499,3.0,1218036707
369,1220,3.5,1237081577
182,3729,4.0,1054782223
274,919,3.5,1171427932
470,539,4.0,849075545
599,7845,3.0,1498524464
166,46976,4.5,1188774629
560,41569,3.0,1469650327
140,5152,3.0,1034362738
19,1064,2.0,965708098
599,1653,3.5,1498797939
553,231,3.5,1230773406
10,72011,2.5,1455301741
599,6557,0.5,1498502617
260,2959,4.0,1109411015
599,5471,1.5,1519338127
534,4533,4.5,1459787996
424,27020,3.5,1457901562
89,49286,2.5,1520408488
516,4349,4.0,994625189
45,3617,4.0,1007995150
50,170705,3.5,1514498530
323,1092,3.0,1422640528
221,8228,4.5,1118246660
438,7259,2.0,1105654412
151,1432,4.0,855948013
325,4848,4.0,1039396639
6,477,4.0,845554141
414,647,3.0,961512495
178,454,4.5,1164355349
224,2080,4.0,971812611
480,165,3.0,1179177627
597,733,1.0,940420917
219,8807,4.0,1195699544
608,1080,2.0,1117408365
105,67923,4.0,1446618556
105,7254,4.0,1446571915
117,531,3.0,844163615
582,91529,4.5,1446792661
451,1059,4.0,854090644
599,1845,2.5,1519119541
610,4902,4.0,1493845804
534,64695,4.0,1459792399
125,122892,3.0,1474414820
268,2973,4.0,940183036
248,500,3.0,1534602101
28,3033,3.0,1277002147
219,5267,2.0,1195944722
288,2613,1.0,976138321
91,1080,4.0,1112710878
438,5879,2.0,1105654430
140,4019,3.0,997958529
232,2268,4.0,1261435371
448,5418,3.0,1042827236
462,508,2.5,1154037955
610,27746,3.0,1493848598
474,5992,3.0,1100292016
68,3740,2.5,1261623651
22,5013,0.5,1268727056
325,296,5.0,1039395929
19,3396,5.0,965705896
605,71160,3.0,1277175715
586,187593,4.0,1529899179
226,2100,3.0,1097545890
288,5528,4.0,1057599241
42,2791,5.0,996258232
588,20,2.0,839317230
