userId,movieId,rating,timestamp
294,3313,1.0,966596854
448,1083,4.0,1019128060
382,4447,3.5,1515172857
14,105,3.0,835441371
522,6539,5.0,1254573690
304,832,3.0,881428022
325,1608,2.0,1039399280
462,5225,3.0,1123890858
493,2985,4.0,1001562873
262,290,4.0,840311075
596,96821,4.0,1535627496
266,1288,5.0,945669791
135,3213,4.0,1009693536
561,107406,4.0,1491095149
480,1954,4.5,1179178330
212,71535,4.0,1490115086
188,2795,4.0,962559903
603,4450,4.0,1000194203
608,4866,4.0,1117520106
460,7147,4.0,1359177633
99,416,4.0,829828005
447,110,5.0,836960849
232,27790,3.0,1135663856
15,7254,3.5,1510572802
238,4947,4.0,1007931967
509,78105,4.0,1435996118
177,6887,4.0,1435837146
414,53996,3.5,1216149117
18,86628,4.0,1468877753
249,94266,3.5,1347887466
202,1147,5.0,975015787
590,3088,4.0,1258418748
312,3175,3.0,1043176716
599,2794,1.5,1498504661
600,2144,4.5,1237763492
247,122882,2.0,1467644132
226,3809,4.5,1095663844
599,2396,4.0,1498499005
438,798,2.5,1105670753
414,5630,3.0,1050071095
266,1266,5.0,944980201
437,153,1.0,859721584
68,26778,3.0,1230497663
474,3251,3.5,1100292309
251,1197,5.0,1470677173
368,3639,3.0,975829365
609,742,3.0,847221054
18,84392,4.5,1459889871
600,4361,4.5,1237858511
610,103253,3.5,1493846159
318,92422,4.0,1432966878
484,5159,4.0,1342300866
448,1676,4.0,1019124600
274,53322,3.0,1197014264
356,1370,4.0,1232430629
18,541,4.0,1456745325
465,457,4.0,959896015
307,2423,2.5,1186087939
298,106100,2.5,1447518183
143,84374,2.5,1444881283
219,2502,4.0,1194686054
414,48774,4.0,1168281392
226,8528,4.0,1096419718
182,173,3.5,1055150640
434,2395,3.5,1270605047
330,380,3.0,1285904951
448,90374,3.0,1362238078
414,97306,4.0,1519594433
387,6539,3.5,1094876883
123,4226,4.5,1447291885
517,1183,4.0,1487953906
249,102903,4.0,1377370464
434,367,2.0,1270606604
411,300,3.0,835532155
247,1210,3.5,1467644197
274,2076,4.0,1171172465
469,1210,3.0,965333863
414,2301,3.0,961596045
596,1035,4.0,1535826716
551,2959,4.5,1504320876
140,4447,3.5,1079472471
430,3534,4.0,963889169
365,3882,1.0,1491088180
597,2522,5.0,941640822
509,58025,2.5,1435994848
115,3753,4.0,977610173
610,45186,4.0,1493846058
8,185,5.0,839463509
89,141830,2.0,1520408838
203,5418,5.0,1390095396
169,6550,3.5,1059427455
411,353,2.0,835532675
590,3361,4.0,1258422917
129,2105,4.0,1167378226
414,62155,4.5,1273977175
15,69757,4.0,1299425345
294,3877,2.0,966634385
381,4973,5.0,1200824153
16,3000,4.0,1377477521
555,955,5.0,978745928
305,4148,3.0,1460303117
132,1221,3.0,1157920997
527,1982,5.0,1033174344
290,2268,4.0,974943111
430,1372,4.0,965600256
177,80126,0.5,1435837761
135,1717,3.0,1009691421
368,2688,3.0,971276901
401,59315,3.5,1514347481
132,17,3.0,1157922698
50,596,2.0,1514238575
331,4886,3.0,1537157681
486,288,2.0,839536984
